flags,utterance,category,intent
BIPLQDWZ,"please, could u ask an agent to open a  fucking account?",ACCOUNT,create_account
BIL,can you tell me if I can create several profiles with the same email?,ACCOUNT,create_account
BL,i want to know if i can create two profiles with the same email address,ACCOUNT,create_account
BILC,"I have no user account, what should I do?",ACCOUNT,create_account
BILEQC,"i dont have a user account, what should i do?",ACCOUNT,create_account
BML,I want to know if I can own several online accounts,ACCOUNT,create_account
B,how to create an account,ACCOUNT,create_account
BILCZ,"I haven't got an noline account, can you open one?",ACCOUNT,create_account
BILQC,"i need a profile, what should i do?",ACCOUNT,create_account
BILC,"I haven't got a user account, what should I do to create one?",ACCOUNT,create_account
BILC,"I don't have an online account, what should I do?",ACCOUNT,create_account
BML,tell me if I can register more than one account with a single email,ACCOUNT,create_account
BLC,I haven't got a user account and I want to open one,ACCOUNT,create_account
BSEQCZ,"i dont have an accopunt , i need help creating one",ACCOUNT,create_account
BLD,ask an agent if i can open an online account,ACCOUNT,create_account
BILCZ,"I need a profile, can I create one ?",ACCOUNT,create_account
BILC,"i have no user account, what should i do to create one?",ACCOUNT,create_account
BILQC,"I have no profile, what should I do?",ACCOUNT,create_account
BSLC,"I've got no online account, I need help registering",ACCOUNT,create_account
BLQC,"i havent got an online account, create one",ACCOUNT,create_account
BIPLQ,"can you tell me if i could register several user accounts with the same email, please?",ACCOUNT,create_account
BPLWC,I don't have a fucking profile and I'd like to create one,ACCOUNT,create_account
BLQZ,I want to know if I can create two online accounts with the xame email address,ACCOUNT,create_account
BIPL,"please, can you tell me if I could register several accounts with the same email address?",ACCOUNT,create_account
BM,i want to know if i can register more than one account with the same email,ACCOUNT,create_account
BILC,"I need a profile, what can I do?",ACCOUNT,create_account
BL,I want to know if I can create two online accounts with the same email,ACCOUNT,create_account
BLQCZ,"I have no acount, help me open one",ACCOUNT,create_account
BILC,"I want a user account, what should I do to create one?",ACCOUNT,create_account
BML,tell me if I can create more than one user account with a single email,ACCOUNT,create_account
BILQC,"I need a profile, what do I have to do?",ACCOUNT,create_account
BL,I want to know if I can create several user accounts with the same email,ACCOUNT,create_account
BILC,"I need an online account, how can I create one?",ACCOUNT,create_account
BD,ask an agent where to create an account,ACCOUNT,create_account
BILCZ,"I've got no profile , what can I do to create one?",ACCOUNT,create_account
BPLQW,"i wanna know if i can create several fucking online accounts with a single email, please",ACCOUNT,create_account
BIL,can i have more than one user account?,ACCOUNT,create_account
BILQC,"ive got no user account, what do i have to do?",ACCOUNT,create_account
BL,tell me if I can create two profiles with a single email address,ACCOUNT,create_account
BILQCZ,"I habe no user account, what can I do to create one?",ACCOUNT,create_account
BMLQZ,i want to know if i canh register more than one account with a single email address,ACCOUNT,create_account
BILQC,"i have no user account, can u register?",ACCOUNT,create_account
BL,tell me if I can create several profiles with the same email address,ACCOUNT,create_account
BILC,"I don't have a user account, what can I do to register?",ACCOUNT,create_account
BILC,"i want an online account, what can i do?",ACCOUNT,create_account
BILZ,can you tell me if i can create several online accounts with an single email?,ACCOUNT,create_account
BIPQ,"could you tell me if I could register several accounts with the same email, please?",ACCOUNT,create_account
BEQ,i dont have an account,ACCOUNT,create_account
BILQ,can I create several accounts with the same email address?,ACCOUNT,create_account
BIPMLQ,could I register more than one user account with a single email?,ACCOUNT,create_account
BLC,"I need a user account, create one",ACCOUNT,create_account
BILC,"I want to register, can you help me?",ACCOUNT,create_account
BIML,can you tell me if I can create more than one online account with the same email address?,ACCOUNT,create_account
BPQ,"please, i wanna know if i can register two accounts with the same email",ACCOUNT,create_account
BSLQCZ,"I hae o user account, I need help creating one",ACCOUNT,create_account
BIML,can I register more than one account with a single email address?,ACCOUNT,create_account
BILC,"I've got no online account, what can I do?",ACCOUNT,create_account
BILQC,"i wanna create an online account, what do i have to do?",ACCOUNT,create_account
BML,tell me if I can create more than one account with a single email address,ACCOUNT,create_account
BLQZ,I want to know if I can create several usewr accounts with a single email aaddress,ACCOUNT,create_account
BILQC,"ive got no user account, what can i do?",ACCOUNT,create_account
BILQ,how do I create a user account?,ACCOUNT,create_account
BILQD,can u ask an agent where to create a user account?,ACCOUNT,create_account
BILQC,"I want an online account, what should I do?",ACCOUNT,create_account
BSLC,"I've got no user account, I need help opening one",ACCOUNT,create_account
BICZ,"I ahve no account, can I create one?",ACCOUNT,create_account
B,I want an account,ACCOUNT,create_account
BLC,"I want a user account, help me create one",ACCOUNT,create_account
BILC,"I don't have an account, what do I have to do to open one?",ACCOUNT,create_account
BLW,I don't have a fucking user account,ACCOUNT,create_account
BILC,"I want to create a profile, what do I have to do?",ACCOUNT,create_account
BLQ,I want to know if I can create two accounts with the same email address,ACCOUNT,create_account
BIC,"I need an account, can I create one?",ACCOUNT,create_account
BLW,i want to know if i can create several fucking online accounts with the same email address,ACCOUNT,create_account
BILCZ,"I need an user account, what can I do?",ACCOUNT,create_account
BIL,how can I open a user account?,ACCOUNT,create_account
BILQ,where do I open an online account?,ACCOUNT,create_account
BLZ,I want to know if  I can register two profiles with a single email address,ACCOUNT,create_account
BMLQ,I want to know if I can register more than one user account with the same email,ACCOUNT,create_account
BILC,"i want an account, how can i open one?",ACCOUNT,create_account
BIPL,"please, could you tell me if i could create two user accounts with a single email?",ACCOUNT,create_account
BLC,"i want a user account, help me open one",ACCOUNT,create_account
BILCZ,"I don't have  a user account, what should I do to register?",ACCOUNT,create_account
BL,I want to know if I can register two accounts with a single email,ACCOUNT,create_account
BSLQC,"I need a profile, I need help creating one",ACCOUNT,create_account
BILC,"I want a user account, what do I have to do to create one?",ACCOUNT,create_account
BILC,"I want a user account, how can I create one?",ACCOUNT,create_account
BIL,where do I register?,ACCOUNT,create_account
BILC,"I need an online account, what do I have to do to open one?",ACCOUNT,create_account
BILQC,"I have no user account, how can I register?",ACCOUNT,create_account
BIEQC,"i dont have an account, how can i create one?",ACCOUNT,create_account
BILQ,can you tell me if i can register several accounts with a single email?,ACCOUNT,create_account
BIQC,"i havent got an account, can i create one?",ACCOUNT,create_account
BIML,can you tell me if I can create more than one profile with a single email?,ACCOUNT,create_account
BPLW,"please, tell me if I could create several fucking online accounts with the same email address",ACCOUNT,create_account
BICZ,"I have no account, can you createw one?",ACCOUNT,create_account
BIML,can you tell me if I can register more than one user account with a single email?,ACCOUNT,create_account
BILC,"I don't have an online account, what do I have to do to create one?",ACCOUNT,create_account
BLC,"I don't have an account, help me open one",ACCOUNT,create_account
